iter	Passed	Remaining
1663	75751	38057
1664	75804	38016
1665	75847	37969
1666	75887	37921
1667	75935	37876
1668	75983	37832
1669	76028	37786
1670	76070	37739
1671	76122	37697
1672	76170	37652
1673	76218	37608
1674	76273	37567
1675	76330	37527
1676	76380	37484
1677	76440	37445
1678	76488	37401
1679	76550	37364
1680	76601	37321
1681	76651	37277
1682	76704	37235
1683	76749	37189
1684	76792	37142
1685	76842	37099
1686	76888	37054
1687	76939	37011
1688	76979	36962
1689	77024	36917
1690	77073	36873
1691	77123	36829
1692	77171	36785
1693	77226	36743
1694	77270	36697
1695	77314	36651
1696	77361	36606
1697	77404	36559
1698	77450	36514
1699	77498	36470
1700	77543	36424
1701	77591	36379
1702	77637	36334
1703	77682	36288
1704	77727	36242
1705	77772	36196
1706	77818	36151
1707	77864	36105
1708	77908	36059
1709	77951	36012
1710	77992	35965
1711	78034	35917
1712	78077	35870
1713	78121	35824
1714	78162	35776
1715	78201	35728
1716	78245	35682
1717	78286	35634
1718	78328	35587
1719	78371	35540
1720	78411	35492
1721	78455	35446
1722	78492	35396
1723	78534	35349
1724	78577	35302
1725	78620	35256
1726	78661	35208
1727	78699	35159
1728	78738	35111
1729	78779	35063
1730	78821	35016
1731	78863	34969
1732	78902	34920
1733	78943	34873
1734	78980	34824
1735	79022	34777
1736	79064	34730
1737	79103	34681
1738	79144	34634
1739	79188	34588
1740	79229	34540
1741	79270	34492
1742	79314	34447
1743	79356	34399
1744	79397	34352
1745	79438	34305
1746	79482	34258
1747	79529	34214
1748	79573	34167
1749	79620	34122
1750	79659	34074
1751	79699	34026
1752	79740	33979
1753	79780	33931
1754	79821	33884
1755	79863	33837
1756	79902	33789
1757	79941	33740
1758	79981	33693
1759	80022	33645
1760	80061	33597
1761	80101	33550
1762	80141	33501
1763	80182	33454
1764	80224	33408
1765	80267	33361
1766	80306	33313
1767	80348	33266
1768	80386	33218
1769	80424	33169
1770	80463	33121
1771	80506	33074
1772	80542	33025
1773	80583	32978
1774	80623	32930
1775	80666	32884
1776	80704	32835
1777	80743	32787
1778	80785	32741
1779	80827	32694
1780	80870	32648
1781	80910	32600
1782	80952	32553
1783	80990	32505
1784	81028	32456
1785	81070	32409
1786	81107	32361
1787	81146	32313
1788	81191	32267
1789	81228	32219
1790	81266	32170
1791	81306	32123
1792	81347	32076
1793	81391	32030
1794	81431	31982
1795	81473	31936
1796	81514	31889
1797	81552	31840
1798	81591	31793
1799	81631	31745
1800	81675	31699
1801	81721	31654
1802	81763	31607
1803	81804	31560
1804	81844	31513
1805	81882	31465
1806	81924	31418
1807	81969	31373
1808	82010	31326
1809	82052	31279
1810	82096	31233
1811	82137	31186
1812	82182	31141
1813	82225	31095
1814	82268	31049
1815	82312	31003
1816	82355	30956
1817	82399	30910
1818	82441	30864
1819	82486	30818
1820	82526	30771
1821	82571	30726
1822	82617	30681
1823	82661	30635
1824	82704	30589
1825	82751	30544
1826	82794	30498
1827	82843	30454
1828	82887	30408
1829	82928	30361
1830	82976	30317
1831	83017	30270
1832	83056	30223
1833	83104	30178
1834	83150	30133
1835	83190	30086
1836	83231	30039
1837	83271	29992
1838	83310	29944
1839	83350	29897
1840	83392	29851
1841	83432	29803
1842	83473	29756
1843	83516	29710
1844	83555	29663
1845	83594	29615
1846	83632	29568
1847	83674	29521
1848	83717	29475
1849	83765	29431
1850	83806	29384
1851	83847	29337
1852	83885	29289
1853	83927	29243
1854	83968	29196
1855	84008	29149
1856	84050	29103
1857	84091	29056
1858	84132	29009
1859	84171	28962
1860	84210	28915
1861	84250	28867
1862	84293	28821
1863	84335	28775
1864	84375	28728
1865	84417	28681
1866	84457	28634
1867	84496	28587
1868	84540	28541
1869	84582	28495
1870	84641	28455
1871	84691	28411
1872	84744	28368
1873	84820	28333
1874	84871	28290
1875	84919	28246
1876	84964	28200
1877	85006	28154
1878	85048	28108
1879	85089	28061
1880	85131	28015
1881	85173	27968
1882	85214	27922
1883	85261	27877
1884	85310	27833
1885	85364	27790
1886	85409	27745
1887	85457	27701
1888	85501	27655
1889	85545	27610
1890	85589	27564
1891	85635	27519
1892	85681	27474
1893	85724	27428
1894	85767	27382
1895	85813	27337
1896	85861	27292
1897	85903	27246
1898	85947	27200
1899	85989	27154
1900	86028	27107
1901	86073	27062
1902	86115	27015
1903	86153	26968
1904	86195	26922
1905	86237	26875
1906	86277	26828
1907	86319	26782
1908	86366	26738
1909	86409	26691
1910	86453	26646
1911	86497	26600
1912	86543	26555
1913	86585	26509
1914	86633	26464
1915	86675	26418
1916	86719	26373
1917	86756	26325
1918	86795	26278
1919	86839	26232
1920	86885	26187
1921	86926	26141
1922	86970	26095
1923	87013	26049
1924	87057	26004
1925	87095	25956
1926	87139	25911
1927	87182	25865
1928	87228	25820
1929	87273	25775
1930	87317	25729
1931	87358	25682
1932	87401	25637
1933	87447	25592
1934	87494	25547
1935	87538	25501
1936	87574	25454
1937	87617	25408
1938	87654	25360
1939	87699	25315
1940	87741	25269
1941	87787	25224
1942	87827	25177
1943	87866	25130
1944	87908	25084
1945	87952	25038
1946	87991	24991
1947	88034	24946
1948	88076	24900
1949	88119	24854
1950	88157	24807
1951	88195	24759
1952	88237	24713
1953	88280	24667
1954	88321	24621
1955	88365	24576
1956	88405	24529
1957	88446	24483
1958	88485	24436
1959	88527	24390
1960	88569	24344
1961	88612	24298
1962	88650	24251
1963	88692	24205
1964	88736	24159
1965	88782	24114
1966	88825	24069
1967	88865	24022
1968	88905	23976
1969	88945	23929
1970	88991	23884
1971	89030	23837
1972	89073	23792
1973	89113	23745
1974	89153	23699
1975	89196	23653
1976	89234	23606
1977	89277	23560
1978	89321	23515
1979	89365	23469
1980	89405	23423
1981	89443	23376
1982	89481	23329
1983	89522	23283
1984	89558	23235
1985	89599	23189
1986	89639	23142
1987	89683	23097
1988	89727	23052
1989	89770	23006
1990	89812	22960
1991	89854	22914
1992	89897	22869
1993	89940	22823
1994	89982	22777
1995	90021	22730
1996	90060	22684
1997	90104	22638
1998	90145	22592
1999	90186	22546
2000	90222	22499
2001	90265	22453
2002	90305	22407
2003	90351	22362
2004	90392	22316
2005	90431	22269
2006	90470	22223
2007	90510	22176
2008	90551	22130
2009	90591	22084
2010	90629	22037
2011	90668	21991
2012	90706	21944
2013	90743	21897
2014	90787	21852
2015	90827	21805
2016	90865	21759
2017	90905	21712
2018	90948	21667
2019	90987	21620
2020	91027	21574
2021	91069	21528
2022	91111	21482
2023	91152	21437
2024	91196	21391
2025	91240	21346
2026	91286	21301
2027	91329	21256
2028	91367	21209
2029	91410	21164
2030	91449	21117
2031	91490	21071
2032	91530	21025
2033	91571	20979
2034	91617	20934
2035	91658	20888
2036	91697	20842
2037	91737	20796
2038	91774	20749
2039	91816	20703
2040	91860	20658
2041	91903	20612
2042	91943	20566
2043	91985	20521
2044	92024	20474
2045	92062	20428
2046	92102	20382
2047	92145	20336
2048	92186	20290
2049	92232	20246
2050	92272	20199
2051	92313	20154
2052	92354	20108
2053	92391	20061
2054	92431	20015
2055	92473	19970
2056	92514	19924
2057	92552	19877
2058	92594	19832
2059	92635	19786
2060	92674	19739
2061	92714	19693
2062	92753	19647
2063	92791	19601
2064	92831	19555
2065	92875	19510
2066	92913	19463
2067	92956	19418
2068	92993	19371
2069	93032	19325
2070	93081	19281
2071	93123	19235
2072	93163	19190
2073	93208	19145
2074	93250	19099
2075	93292	19054
2076	93341	19009
2077	93379	18963
2078	93419	18917
2079	93457	18871
2080	93499	18825
2081	93543	18780
2082	93583	18734
2083	93623	18688
2084	93663	18642
2085	93703	18597
2086	93747	18551
2087	93794	18507
2088	93856	18465
2089	93906	18421
2090	93960	18378
2091	94006	18333
2092	94055	18289
2093	94185	18261
2094	94281	18226
2095	94347	18185
2096	94413	18144
2097	94475	18102
2098	94540	18061
2099	94599	18018
2100	94656	17976
2101	94717	17934
2102	94776	17891
2103	94838	17849
2104	94908	17809
2105	94966	17766
2106	95018	17722
2107	95079	17680
2108	95144	17639
2109	95219	17599
2110	95286	17558
2111	95354	17517
2112	95419	17476
2113	95477	17433
2114	95530	17389
2115	95592	17347
2116	95645	17303
2117	95702	17260
2118	95762	17218
2119	95821	17175
2120	95882	17133
2121	95931	17088
2122	95978	17043
2123	96026	16999
2124	96079	16955
2125	96120	16909
2126	96181	16866
2127	96227	16821
2128	96271	16776
2129	96317	16731
2130	96381	16689
2131	96443	16646
2132	96506	16604
2133	96573	16563
2134	96637	16521
2135	96707	16480
2136	96781	16439
2137	96846	16397
2138	96911	16355
2139	96985	16315
2140	97060	16274
2141	97140	16235
2142	97207	16193
2143	97274	16151
2144	97351	16111
2145	97424	16070
2146	97497	16030
2147	97560	15987
2148	97625	15945
2149	97692	15903
2150	97770	15863
2151	97833	15820
2152	97897	15778
2153	97952	15734
2154	98012	15691
2155	98078	15648
2156	98133	15604
2157	98188	15560
2158	98258	15519
2159	98326	15477
2160	98399	15436
2161	98455	15392
2162	98509	15347
2163	98562	15303
2164	98615	15259
2165	98663	15214
2166	98715	15169
2167	98768	15125
2168	98814	15079
2169	98864	15034
2170	98913	14989
2171	98959	14944
2172	99002	14898
2173	99051	14853
2174	99097	14807
2175	99150	14763
2176	99206	14719
2177	99264	14675
2178	99317	14631
2179	99368	14586
2180	99420	14541
2181	99472	14496
2182	99522	14451
2183	99567	14406
2184	99616	14361
2185	99661	14315
2186	99706	14269
2187	99748	14223
2188	99791	14177
2189	99839	14132
2190	99885	14086
2191	99926	14040
2192	99969	13994
2193	100009	13948
2194	100049	13902
2195	100091	13855
2196	100135	13810
2197	100176	13763
2198	100220	13718
2199	100263	13672
2200	100303	13625
2201	100346	13580
2202	100389	13534
2203	100429	13487
2204	100474	13442
2205	100514	13395
2206	100551	13349
2207	100591	13302
2208	100637	13257
2209	100681	13211
2210	100720	13165
2211	100755	13118
2212	100795	13072
2213	100843	13026
2214	100889	12981
2215	100926	12934
2216	100965	12888
2217	101001	12841
2218	101044	12795
2219	101081	12749
2220	101124	12703
2221	101166	12657
2222	101209	12611
2223	101248	12564
2224	101288	12518
2225	101332	12473
2226	101373	12427
2227	101410	12380
2228	101454	12334
2229	101496	12288
2230	101539	12242
2231	101574	12196
2232	101616	12150
2233	101658	12104
2234	101696	12057
2235	101739	12012
2236	101778	11965
2237	101819	11919
2238	101864	11874
2239	101906	11828
2240	101955	11783
2241	101998	11737
2242	102038	11691
2243	102078	11645
2244	102122	11599
2245	102167	11554
2246	102207	11507
2247	102246	11461
2248	102288	11415
2249	102332	11370
2250	102379	11324
2251	102419	11278
2252	102461	11232
2253	102503	11187
2254	102543	11141
2255	102583	11095
2256	102624	11049
2257	102666	11003
2258	102705	10957
2259	102744	10910
2260	102785	10864
2261	102825	10818
2262	102862	10772
2263	102902	10726
2264	102941	10680
2265	102979	10634
2266	103019	10588
2267	103063	10542
2268	103104	10496
2269	103141	10450
2270	103181	10404
2271	103218	10358
2272	103261	10312
2273	103309	10267
2274	103354	10221
2275	103401	10176
2276	103443	10130
2277	103485	10085
2278	103531	10039
2279	103575	9994
2280	103619	9948
2281	103661	9902
2282	103703	9857
2283	103745	9811
2284	103789	9765
2285	103834	9720
2286	103892	9676
2287	103939	9630
2288	103984	9585
2289	104030	9539
2290	104072	9494
2291	104111	9448
2292	104152	9402
2293	104193	9356
2294	104236	9310
2295	104282	9265
2296	104320	9219
2297	104361	9173
2298	104403	9127
2299	104442	9081
2300	104484	9036
2301	104524	8990
2302	104567	8944
2303	104610	8899
2304	104653	8853
2305	104695	8807
2306	104736	8762
2307	104778	8716
2308	104825	8671
2309	104863	8625
2310	104904	8579
2311	104948	8533
2312	104992	8488
2313	105035	8442
2314	105079	8397
2315	105121	8351
2316	105170	8306
2317	105210	8260
2318	105250	8214
2319	105289	8169
2320	105325	8122
2321	105367	8077
2322	105409	8031
2323	105451	7985
2324	105491	7940
2325	105530	7894
2326	105569	7848
2327	105610	7802
2328	105651	7757
2329	105688	7711
2330	105726	7665
2331	105767	7619
2332	105806	7573
2333	105845	7528
2334	105886	7482
2335	105927	7436
2336	105972	7391
2337	106012	7345
2338	106060	7300
2339	106100	7254
2340	106195	7212
2341	106252	7168
2342	106303	7123
2343	106349	7077
2344	106394	7032
2345	106440	6987
2346	106487	6941
2347	106527	6896
2348	106575	6850
2349	106620	6805
2350	106671	6760
2351	106714	6715
2352	106757	6669
2353	106800	6624
2354	106843	6578
2355	106890	6533
2356	106938	6487
2357	106981	6442
2358	107026	6397
2359	107069	6351
2360	107112	6306
2361	107153	6260
2362	107198	6215
2363	107241	6169
2364	107284	6124
2365	107325	6078
2366	107368	6032
2367	107412	5987
2368	107458	5942
2369	107500	5896
2370	107542	5851
2371	107580	5805
2372	107622	5759
2373	107659	5714
2374	107696	5668
2375	107734	5622
2376	107774	5576
2377	107811	5531
2378	107856	5485
2379	107896	5440
2380	107936	5394
2381	107980	5349
2382	108022	5303
2383	108067	5258
2384	108107	5212
2385	108151	5167
2386	108192	5121
2387	108234	5076
2388	108277	5030
2389	108318	4985
2390	108360	4939
2391	108403	4894
2392	108447	4849
2393	108487	4803
2394	108525	4757
2395	108563	4712
2396	108606	4666
2397	108648	4621
2398	108692	4576
2399	108733	4530
2400	108775	4485
2401	108821	4439
2402	108862	4394
2403	108908	4349
2404	108948	4303
2405	108987	4258
2406	109028	4212
2407	109068	4167
2408	109113	4121
2409	109154	4076
2410	109196	4030
2411	109233	3985
2412	109276	3939
2413	109316	3894
2414	109354	3848
2415	109391	3803
2416	109430	3757
2417	109475	3712
2418	109519	3667
2419	109557	3621
2420	109597	3576
2421	109644	3531
2422	109689	3485
2423	109731	3440
2424	109776	3395
2425	109818	3349
2426	109860	3304
2427	109905	3259
2428	109948	3213
2429	109986	3168
2430	110025	3122
2431	110069	3077
2432	110112	3032
2433	110155	2986
2434	110196	2941
2435	110235	2896
2436	110273	2850
2437	110313	2805
2438	110356	2760
2439	110396	2714
2440	110435	2669
2441	110475	2623
2442	110516	2578
2443	110552	2533
2444	110591	2487
2445	110631	2442
2446	110670	2397
2447	110708	2351
2448	110752	2306
2449	110793	2261
2450	110835	2215
2451	110874	2170
2452	110914	2125
2453	110952	2079
2454	110992	2034
2455	111028	1989
2456	111069	1943
2457	111108	1898
2458	111154	1853
2459	111194	1808
2460	111233	1762
2461	111274	1717
2462	111314	1672
2463	111355	1626
2464	111404	1581
2465	111445	1536
2466	111487	1491
2467	111524	1446
2468	111566	1400
2469	111604	1355
2470	111642	1310
2471	111682	1265
2472	111723	1219
2473	111762	1174
2474	111801	1129
2475	111842	1084
2476	111882	1038
2477	111922	993
2478	111960	948
2479	111997	903
2480	112038	858
2481	112078	812
2482	112123	767
2483	112163	722
2484	112203	677
2485	112244	632
2486	112282	586
2487	112322	541
2488	112361	496
2489	112399	451
2490	112438	406
2491	112475	361
2492	112514	315
2493	112555	270
2494	112595	225
2495	112637	180
2496	112677	135
2497	112714	90
2498	112755	45
2499	112800	0
