iter	MAE
1666	12.02230264
1667	12.02117795
1668	12.02060739
1669	12.02016057
1670	12.01997507
1671	12.01927747
1672	12.01901696
1673	12.01858234
1674	12.01809431
1675	12.01763301
1676	12.01750713
1677	12.01721232
1678	12.0170444
1679	12.01659108
1680	12.01652076
1681	12.01626427
1682	12.01583334
1683	12.01549793
1684	12.0153264
1685	12.01507325
1686	12.01456277
1687	12.01395423
1688	12.01384837
1689	12.01357855
1690	12.01341636
1691	12.01328461
1692	12.01306169
1693	12.0121494
1694	12.0119843
1695	12.01174776
1696	12.01063825
1697	12.01035347
1698	12.00980929
1699	12.00899183
1700	12.00822895
1701	12.00780822
1702	12.00729545
1703	12.00702256
1704	12.0068347
1705	12.00661275
1706	12.00647865
1707	12.00606112
1708	12.00524331
1709	12.00469493
1710	12.00444353
1711	12.00342397
1712	12.00321026
1713	12.00278039
1714	12.00254622
1715	12.00230954
1716	12.00159621
1717	12.00108874
1718	12.00071198
1719	12.00051555
1720	11.99999577
1721	11.99956814
1722	11.99936897
1723	11.99918907
1724	11.99898799
1725	11.99849672
1726	11.9981789
1727	11.99784805
1728	11.99767
1729	11.99731726
1730	11.99702344
1731	11.99641006
1732	11.99620097
1733	11.99574393
1734	11.99534742
1735	11.9949186
1736	11.99443096
1737	11.9942375
1738	11.99397368
1739	11.99285717
1740	11.99257803
1741	11.9923959
1742	11.99218219
1743	11.99163048
1744	11.99148537
1745	11.99120408
1746	11.9910289
1747	11.99077532
1748	11.99028778
1749	11.98973216
1750	11.98951018
1751	11.98925473
1752	11.98882707
1753	11.98856033
1754	11.98826764
1755	11.98791616
1756	11.9876674
1757	11.98744441
1758	11.98701103
1759	11.98677316
1760	11.98656221
1761	11.98593619
1762	11.98530237
1763	11.9851489
1764	11.98494985
1765	11.98462941
1766	11.98444484
1767	11.98413852
1768	11.98384786
1769	11.98373803
1770	11.98346882
1771	11.98259193
1772	11.98234226
1773	11.9819154
1774	11.98166398
1775	11.98107027
1776	11.98093446
1777	11.98075487
1778	11.98049484
1779	11.98006378
1780	11.97964756
1781	11.97911216
1782	11.97834509
1783	11.97794852
1784	11.97752353
1785	11.97727496
1786	11.97720626
1787	11.97694574
1788	11.97620587
1789	11.97611144
1790	11.97604392
1791	11.9759053
1792	11.97581423
1793	11.97517206
1794	11.97497487
1795	11.974793
1796	11.97416091
1797	11.97383029
1798	11.97347591
1799	11.9733142
1800	11.97274613
1801	11.97246649
1802	11.97171933
1803	11.97151604
1804	11.97141235
1805	11.97118999
1806	11.97102103
1807	11.97057461
1808	11.97041905
1809	11.9700267
1810	11.96972505
1811	11.9695425
1812	11.96934606
1813	11.9684904
1814	11.96823057
1815	11.96789153
1816	11.96749701
1817	11.96730257
1818	11.967024
1819	11.96664185
1820	11.96655742
1821	11.96623649
1822	11.96607571
1823	11.96591731
1824	11.96541624
1825	11.96508024
1826	11.96461312
1827	11.96438735
1828	11.96418984
1829	11.96385231
1830	11.96350272
1831	11.96235901
1832	11.96214325
1833	11.96144839
1834	11.96129486
1835	11.96090983
1836	11.96065048
1837	11.96028482
1838	11.95978293
1839	11.95958634
1840	11.95939968
1841	11.95891028
1842	11.95852151
1843	11.95811611
1844	11.95805768
1845	11.95763846
1846	11.95756289
1847	11.95730564
1848	11.95682463
1849	11.95612603
1850	11.95577717
1851	11.95559098
1852	11.95542054
1853	11.95510202
1854	11.95468453
1855	11.9545075
1856	11.95423951
1857	11.95396132
1858	11.95379532
1859	11.95365421
1860	11.95357036
1861	11.95328987
1862	11.95305774
1863	11.95283759
1864	11.95245043
1865	11.95199107
1866	11.95187534
1867	11.95163915
1868	11.9513233
1869	11.9507688
1870	11.95052333
1871	11.95027795
1872	11.95003735
1873	11.94960963
1874	11.94922923
1875	11.94889518
1876	11.94846317
1877	11.94821527
1878	11.94796854
1879	11.94765982
1880	11.94750977
1881	11.94711847
1882	11.94683283
1883	11.94618608
1884	11.94564509
1885	11.94503862
1886	11.944516
1887	11.94361705
1888	11.94348246
1889	11.94303534
1890	11.9426344
1891	11.94245926
1892	11.9420272
1893	11.94182047
1894	11.94168281
1895	11.94122295
1896	11.9408244
1897	11.94076307
1898	11.94043359
1899	11.94015963
1900	11.94003262
1901	11.93936955
1902	11.93897653
1903	11.93891158
1904	11.93880077
1905	11.93851299
1906	11.93828967
1907	11.93821174
1908	11.93785254
1909	11.93746715
1910	11.93735871
1911	11.93671683
1912	11.93637429
1913	11.93604061
1914	11.9349675
1915	11.93464696
1916	11.93456221
1917	11.93414107
1918	11.93394347
1919	11.93366634
1920	11.93336661
1921	11.93327281
1922	11.93297247
1923	11.93252942
1924	11.93211774
1925	11.93181022
1926	11.93167764
1927	11.93149582
1928	11.93113009
1929	11.93076605
1930	11.93026965
1931	11.93020206
1932	11.92995367
1933	11.92960695
1934	11.92929818
1935	11.92888729
1936	11.9287971
1937	11.92803268
1938	11.92799903
1939	11.92776844
1940	11.927177
1941	11.92691798
1942	11.92679304
1943	11.9266899
1944	11.92624052
1945	11.92605678
1946	11.92585644
1947	11.92574168
1948	11.9255564
1949	11.92547833
1950	11.92520003
1951	11.92512487
1952	11.92500499
1953	11.92488332
1954	11.92474521
1955	11.9243731
1956	11.92430234
1957	11.92390816
1958	11.9237561
1959	11.92345696
1960	11.92333977
1961	11.92316232
1962	11.92305104
1963	11.92277679
1964	11.92225918
1965	11.92150509
1966	11.9210596
1967	11.92094985
1968	11.92076703
1969	11.92053135
1970	11.92041576
1971	11.92023821
1972	11.91976717
1973	11.91964063
1974	11.91912579
1975	11.91890378
1976	11.91857658
1977	11.91837576
1978	11.91793902
1979	11.91768731
1980	11.91747845
1981	11.91732427
1982	11.91721592
1983	11.91666202
1984	11.91653788
1985	11.91638417
1986	11.91605755
1987	11.91580508
1988	11.91525591
1989	11.91478299
1990	11.91454816
1991	11.91429116
1992	11.91383655
1993	11.91360395
1994	11.91316763
1995	11.91310283
1996	11.91301091
1997	11.91260672
1998	11.91237529
1999	11.91185698
2000	11.91175118
2001	11.91156141
2002	11.91137541
2003	11.91095477
2004	11.91090522
2005	11.91081094
2006	11.91076281
2007	11.91056294
2008	11.91004728
2009	11.90987478
2010	11.90972475
2011	11.90927079
2012	11.90840477
2013	11.9082586
2014	11.90764253
2015	11.90738596
2016	11.90726334
2017	11.90721339
2018	11.90693967
2019	11.90676996
2020	11.90664566
2021	11.90626994
2022	11.9061825
2023	11.90602372
2024	11.90579591
2025	11.90556744
2026	11.90526647
2027	11.90507317
2028	11.90499361
2029	11.90421124
2030	11.90409983
2031	11.90391906
2032	11.90378685
2033	11.90366269
2034	11.90303913
2035	11.90291113
2036	11.90261413
2037	11.90242433
2038	11.90224918
2039	11.90192096
2040	11.901612
2041	11.90116264
2042	11.90098598
2043	11.90064814
2044	11.90041509
2045	11.9002818
2046	11.89980136
2047	11.89964552
2048	11.89949728
2049	11.89876753
2050	11.89858462
2051	11.898135
2052	11.8978007
2053	11.89772752
2054	11.89752829
2055	11.89713404
2056	11.89695664
2057	11.89686028
2058	11.89628443
2059	11.8960186
2060	11.89580337
2061	11.89563678
2062	11.89553311
2063	11.89532087
2064	11.89506313
2065	11.89465094
2066	11.89445434
2067	11.8942361
2068	11.89414648
2069	11.89385898
2070	11.89336856
2071	11.89326479
2072	11.89293052
2073	11.89221592
2074	11.89194553
2075	11.8917642
2076	11.89163835
2077	11.89153643
2078	11.89125258
2079	11.89095308
2080	11.89077465
2081	11.8903458
2082	11.89017957
2083	11.89005201
2084	11.88998082
2085	11.88985615
2086	11.88943807
2087	11.88914982
2088	11.88896276
2089	11.88865872
2090	11.88827718
2091	11.88786204
2092	11.88755201
2093	11.8871993
2094	11.88692714
2095	11.88677998
2096	11.88651587
2097	11.8863071
2098	11.88558723
2099	11.88534777
2100	11.88524242
2101	11.88499971
2102	11.88459564
2103	11.88392389
2104	11.88357928
2105	11.88340595
2106	11.8832396
2107	11.8831048
2108	11.88276392
2109	11.88259769
2110	11.88169482
2111	11.88148846
2112	11.8810325
2113	11.88073189
2114	11.88065694
2115	11.88023937
2116	11.88000055
2117	11.87979863
2118	11.87953883
2119	11.87908546
2120	11.87872889
2121	11.87860589
2122	11.87815448
2123	11.87804
2124	11.87787228
2125	11.87780579
2126	11.8768154
2127	11.87637386
2128	11.87634481
2129	11.87624555
2130	11.87579044
2131	11.87543597
2132	11.87520746
2133	11.87515154
2134	11.87473768
2135	11.87464783
2136	11.87415316
2137	11.87398902
2138	11.87393538
2139	11.87385431
2140	11.87321044
2141	11.87316604
2142	11.8730218
2143	11.87279225
2144	11.87262761
2145	11.87237502
2146	11.87227941
2147	11.87215932
2148	11.87194162
2149	11.87175589
2150	11.87154301
2151	11.87136004
2152	11.87130878
2153	11.87099934
2154	11.87076872
2155	11.87074591
2156	11.87065575
2157	11.87050221
2158	11.87030801
2159	11.87002326
2160	11.86954673
2161	11.8693518
2162	11.86911073
2163	11.86904586
2164	11.86883842
2165	11.86875534
2166	11.86852497
2167	11.86825653
2168	11.86798727
2169	11.86749112
2170	11.86734293
2171	11.86704117
2172	11.86700345
2173	11.86677836
2174	11.8665081
2175	11.86647189
2176	11.8663265
2177	11.86616429
2178	11.86598775
2179	11.86577295
2180	11.86546982
2181	11.86491996
2182	11.86460413
2183	11.86451267
2184	11.86413614
2185	11.8637049
2186	11.86348588
2187	11.86326343
2188	11.86320069
2189	11.86296145
2190	11.86268657
2191	11.86237787
2192	11.86198468
2193	11.86175459
2194	11.86149735
2195	11.86133942
2196	11.8607572
2197	11.8603418
2198	11.86009315
2199	11.85968368
2200	11.85944755
2201	11.85915442
2202	11.85889267
2203	11.85879894
2204	11.85827294
2205	11.85806139
2206	11.85789958
2207	11.85778151
2208	11.85750571
2209	11.85727466
2210	11.85724282
2211	11.85712846
2212	11.85682339
2213	11.85636111
2214	11.85610914
2215	11.8560499
2216	11.85597143
2217	11.8559425
2218	11.85567889
2219	11.85557881
2220	11.85531382
2221	11.85525086
2222	11.85504904
2223	11.85497012
2224	11.85461012
2225	11.85439509
2226	11.85431754
2227	11.85426093
2228	11.85393733
2229	11.85357827
2230	11.8534471
2231	11.85337045
2232	11.85292311
2233	11.85269446
2234	11.85258522
2235	11.85223413
2236	11.85219588
2237	11.85197855
2238	11.85148381
2239	11.85121597
2240	11.85104042
2241	11.85095157
2242	11.85081384
2243	11.85072182
2244	11.85038822
2245	11.85027257
2246	11.85012419
2247	11.85003871
2248	11.84989935
2249	11.8495763
2250	11.84878628
2251	11.84864651
2252	11.84825794
2253	11.84753798
2254	11.84720748
2255	11.84712067
2256	11.84690177
2257	11.84662712
2258	11.84645913
2259	11.84636206
2260	11.84555942
2261	11.84548122
2262	11.84544105
2263	11.84512638
2264	11.84495948
2265	11.84477418
2266	11.84455025
2267	11.8443796
2268	11.8443369
2269	11.84412968
2270	11.84386935
2271	11.8437229
2272	11.84361254
2273	11.84322995
2274	11.84269437
2275	11.84243603
2276	11.84232849
2277	11.84224836
2278	11.84219621
2279	11.84208787
2280	11.84187582
2281	11.84182278
2282	11.84173547
2283	11.84162716
2284	11.84073918
2285	11.84065781
2286	11.84007386
2287	11.83983998
2288	11.83973489
2289	11.83948417
2290	11.83924274
2291	11.83922265
2292	11.83899897
2293	11.83858835
2294	11.83789461
2295	11.83754292
2296	11.83747679
2297	11.83728199
2298	11.8372025
2299	11.83708441
2300	11.83663757
2301	11.83636477
2302	11.83627196
2303	11.83614586
2304	11.83580612
2305	11.83549463
2306	11.83539002
2307	11.8350251
2308	11.83457996
2309	11.83442648
2310	11.83414383
2311	11.83386345
2312	11.83361623
2313	11.83331103
2314	11.83297478
2315	11.83287291
2316	11.83258999
2317	11.83247669
2318	11.83232277
2319	11.83230006
2320	11.83210883
2321	11.8316786
2322	11.83156081
2323	11.83135285
2324	11.83118904
2325	11.83112905
2326	11.83097297
2327	11.83053456
2328	11.83042382
2329	11.8303062
2330	11.82991742
2331	11.82966421
2332	11.82956202
2333	11.82910003
2334	11.82888816
2335	11.82879213
2336	11.82875715
2337	11.82856926
2338	11.82842092
2339	11.82829004
2340	11.82770892
2341	11.82733544
2342	11.82725947
2343	11.82713537
2344	11.82679097
2345	11.82638382
2346	11.82620229
2347	11.82603795
2348	11.82538841
2349	11.82502078
2350	11.82482572
2351	11.82449363
2352	11.82435357
2353	11.82386632
2354	11.82380371
2355	11.82362458
2356	11.8233431
2357	11.82325192
2358	11.82290932
2359	11.82284323
2360	11.82247761
2361	11.82218209
2362	11.82159271
2363	11.82108584
2364	11.82091992
2365	11.82072131
2366	11.82051606
2367	11.82020641
2368	11.81974275
2369	11.81926638
2370	11.81893959
2371	11.81877379
2372	11.81855136
2373	11.81850465
2374	11.81835306
2375	11.81823536
2376	11.81798704
2377	11.81778116
2378	11.81761031
2379	11.8174824
2380	11.81740094
2381	11.81708986
2382	11.81661601
2383	11.8162968
2384	11.81612012
2385	11.81591392
2386	11.81574486
2387	11.8156007
2388	11.81528245
2389	11.81520353
2390	11.81496429
2391	11.81478458
2392	11.81454295
2393	11.81439852
2394	11.81429523
2395	11.81418144
2396	11.81388787
2397	11.81378761
2398	11.81358347
2399	11.81350517
2400	11.81333285
2401	11.81302368
2402	11.81292689
2403	11.81271067
2404	11.81241201
2405	11.81223795
2406	11.81200772
2407	11.81182207
2408	11.81137677
2409	11.81104367
2410	11.81068889
2411	11.81038274
2412	11.81011049
2413	11.81005922
2414	11.80998233
2415	11.80985288
2416	11.80945162
2417	11.80919749
2418	11.80884764
2419	11.8087548
2420	11.80863815
2421	11.80789162
2422	11.80750715
2423	11.80733074
2424	11.80684497
2425	11.80661507
2426	11.80614909
2427	11.80596622
2428	11.80557573
2429	11.80538607
2430	11.80521202
2431	11.80488237
2432	11.8046847
2433	11.80429115
2434	11.80361471
2435	11.80338577
2436	11.80319304
2437	11.80263994
2438	11.80215958
2439	11.80198356
2440	11.80182107
2441	11.8016842
2442	11.80145906
2443	11.80136271
2444	11.80127128
2445	11.80069424
2446	11.79980478
2447	11.79970228
2448	11.7990328
2449	11.79869005
2450	11.79852129
2451	11.79836487
2452	11.79826295
2453	11.797819
2454	11.79761674
2455	11.79751974
2456	11.79725232
2457	11.79711189
2458	11.79673992
2459	11.79641282
2460	11.79634309
2461	11.79623237
2462	11.79614861
2463	11.79600348
2464	11.79569415
2465	11.7955634
2466	11.79536754
2467	11.7953392
2468	11.79514966
2469	11.79488843
2470	11.7947115
2471	11.79435441
2472	11.79426755
2473	11.79404987
2474	11.79389347
2475	11.79378335
2476	11.79368642
2477	11.79364056
2478	11.79352959
2479	11.79345758
2480	11.79326778
2481	11.79296612
2482	11.79256751
2483	11.79249044
2484	11.79202784
2485	11.79186422
2486	11.79177277
2487	11.79163088
2488	11.79154575
2489	11.79141559
2490	11.79131093
2491	11.79123052
2492	11.7911654
2493	11.7910055
2494	11.79085337
2495	11.7907635
2496	11.79039675
2497	11.79033541
2498	11.79009686
2499	11.78959825
