iter	MAE
889	12.3916658
890	12.39134786
891	12.39081716
892	12.38968478
893	12.38928988
894	12.38797725
895	12.38705972
896	12.3860228
897	12.38442713
898	12.38408835
899	12.38342834
900	12.38308707
901	12.3825833
902	12.38147498
903	12.38100767
904	12.38037587
905	12.37980465
906	12.37936314
907	12.37887931
908	12.37827657
909	12.37775926
910	12.37685796
911	12.37608857
912	12.37519189
913	12.37472251
914	12.37414762
915	12.37336214
916	12.3730992
917	12.37208222
918	12.37071151
919	12.36988993
920	12.36936561
921	12.36857306
922	12.36789686
923	12.36767935
924	12.36703211
925	12.36649532
926	12.36587982
927	12.36540929
928	12.36486913
929	12.3641002
930	12.36259883
931	12.36216116
932	12.36133779
933	12.36103301
934	12.36050435
935	12.35970991
936	12.35951767
937	12.35899078
938	12.35872534
939	12.35796782
940	12.35762988
941	12.35642388
942	12.35602068
943	12.35469765
944	12.35419479
945	12.35365308
946	12.35297269
947	12.35197574
948	12.35144994
949	12.35076607
950	12.34981565
951	12.34940901
952	12.34847911
953	12.34761449
954	12.34705485
955	12.34658174
956	12.34583171
957	12.34526894
958	12.34448977
959	12.34388904
960	12.34296201
961	12.34214239
962	12.3415267
963	12.34118061
964	12.3407774
965	12.3398213
966	12.33890759
967	12.33866803
968	12.33851351
969	12.33791797
970	12.33737927
971	12.33703621
972	12.33667817
973	12.33589434
974	12.33534801
975	12.33454041
976	12.33401864
977	12.33321517
978	12.33279534
979	12.33241396
980	12.33189609
981	12.33175141
982	12.33144045
983	12.33070834
984	12.33027971
985	12.32977431
986	12.32940358
987	12.32906076
988	12.32831872
989	12.32770191
990	12.32687386
991	12.32660477
992	12.32610139
993	12.32570542
994	12.3246344
995	12.32390772
996	12.3230922
997	12.32269972
998	12.32193197
999	12.32136959
1000	12.32087733
1001	12.32074048
1002	12.32030364
1003	12.31988242
1004	12.31939799
1005	12.31831839
1006	12.31743549
1007	12.31701451
1008	12.31617166
1009	12.31564466
1010	12.31484068
1011	12.314486
1012	12.31327506
1013	12.31293952
1014	12.31132276
1015	12.31063259
1016	12.31019617
1017	12.30996235
1018	12.3093968
1019	12.30868247
1020	12.30827746
1021	12.30813913
1022	12.3078113
1023	12.30736198
1024	12.30670692
1025	12.30638539
1026	12.30564368
1027	12.30514285
1028	12.3046924
1029	12.30412972
1030	12.30379025
1031	12.30343652
1032	12.30311084
1033	12.30226254
1034	12.30203132
1035	12.30152817
1036	12.30078338
1037	12.30044159
1038	12.29970303
1039	12.29901666
1040	12.29856282
1041	12.2982999
1042	12.29802205
1043	12.29730528
1044	12.29706458
1045	12.29559017
1046	12.29469654
1047	12.29452778
1048	12.2943042
1049	12.29380019
1050	12.29336601
1051	12.29254729
1052	12.29181912
1053	12.29139401
1054	12.29094597
1055	12.29029949
1056	12.28996355
1057	12.28979809
1058	12.28911473
1059	12.28872408
1060	12.2883028
1061	12.28755133
1062	12.28695814
1063	12.2865045
1064	12.28615298
1065	12.28561819
1066	12.2845366
1067	12.2843007
1068	12.28364969
1069	12.28288097
1070	12.28196317
1071	12.28133083
1072	12.28063565
1073	12.28032504
1074	12.27988383
1075	12.2793114
1076	12.27892319
1077	12.27847581
1078	12.27793336
1079	12.27669826
1080	12.27589641
1081	12.27541063
1082	12.27469208
1083	12.27450281
1084	12.27420757
1085	12.27375793
1086	12.27264903
1087	12.27206876
1088	12.27130107
1089	12.27088674
1090	12.27058682
1091	12.2699178
1092	12.2692085
1093	12.26887755
1094	12.26852033
1095	12.26811556
1096	12.26778412
1097	12.2674132
1098	12.26674103
1099	12.26625261
1100	12.26596889
1101	12.26572448
1102	12.26532335
1103	12.26494222
1104	12.26441733
1105	12.26414511
1106	12.26390278
1107	12.26331375
1108	12.26272949
1109	12.26212458
1110	12.2617827
1111	12.26131183
1112	12.26093334
1113	12.26064747
1114	12.26050907
1115	12.26007335
1116	12.25956109
1117	12.25917655
1118	12.25867622
1119	12.25840544
1120	12.25822305
1121	12.25799341
1122	12.25751404
1123	12.25664581
1124	12.25638459
1125	12.25566264
1126	12.25421137
1127	12.25354787
1128	12.25282197
1129	12.25182187
1130	12.25113869
1131	12.25056345
1132	12.24999751
1133	12.24914669
1134	12.24842897
1135	12.24822268
1136	12.24797918
1137	12.24723113
1138	12.24619063
1139	12.24569446
1140	12.24522111
1141	12.24500701
1142	12.24468217
1143	12.24418337
1144	12.24369978
1145	12.24293783
1146	12.2424066
1147	12.24215403
1148	12.24139163
1149	12.24089458
1150	12.24069904
1151	12.24045338
1152	12.2395361
1153	12.23923425
1154	12.23848084
1155	12.23789103
1156	12.23760551
1157	12.23718949
1158	12.23669313
1159	12.23620792
1160	12.23582662
1161	12.23528969
1162	12.23474375
1163	12.23427583
1164	12.23360755
1165	12.23311614
1166	12.23275946
1167	12.23254146
1168	12.23221165
1169	12.2317835
1170	12.23158979
1171	12.23106294
1172	12.2307337
1173	12.22967971
1174	12.22927467
1175	12.22901573
1176	12.22839854
1177	12.22803079
1178	12.22755407
1179	12.22696302
1180	12.2266264
1181	12.22618725
1182	12.22587639
1183	12.22529469
1184	12.22501498
1185	12.2245312
1186	12.22396669
1187	12.22329594
1188	12.22284623
1189	12.22250721
1190	12.22230052
1191	12.22155532
1192	12.22086802
1193	12.22023016
1194	12.21881368
1195	12.21851699
1196	12.21832925
1197	12.21753655
1198	12.21704081
1199	12.21660633
1200	12.21594806
1201	12.21541898
1202	12.21466285
1203	12.21346527
1204	12.21335606
1205	12.21281599
1206	12.21250445
1207	12.21216501
1208	12.2116336
1209	12.21124083
1210	12.21011432
1211	12.20921416
1212	12.20899031
1213	12.20871859
1214	12.20849007
1215	12.20828262
1216	12.20800653
1217	12.20707272
1218	12.20681578
1219	12.20631864
1220	12.20592973
1221	12.20560806
1222	12.20545139
1223	12.20508657
1224	12.20463481
1225	12.2041954
1226	12.20387901
1227	12.20368615
1228	12.20260787
1229	12.20181516
1230	12.20062013
1231	12.19997893
1232	12.19923994
1233	12.1987327
1234	12.19801455
1235	12.19762789
1236	12.19736033
1237	12.1967217
1238	12.19638219
1239	12.19562548
1240	12.19498938
1241	12.19468676
1242	12.19439648
1243	12.19382463
1244	12.19356949
1245	12.19308865
1246	12.1926984
1247	12.1919406
1248	12.19120901
1249	12.19075069
1250	12.19036947
1251	12.18958817
1252	12.18930923
1253	12.18872272
1254	12.18809072
1255	12.18772812
1256	12.18737793
1257	12.18679101
1258	12.18607782
1259	12.18554611
1260	12.18499821
1261	12.18475324
1262	12.18401413
1263	12.18360317
1264	12.18342732
1265	12.18273211
1266	12.18238937
1267	12.18195128
1268	12.18147338
1269	12.1812307
1270	12.18100873
1271	12.18066263
1272	12.17899821
1273	12.17869913
1274	12.17861093
1275	12.1781296
1276	12.17777359
1277	12.17744739
1278	12.17661759
1279	12.17586816
1280	12.17520794
1281	12.17486535
1282	12.17438487
1283	12.17430393
1284	12.17391424
1285	12.17380863
1286	12.17360072
1287	12.17256817
1288	12.17219702
1289	12.1719942
1290	12.17121311
1291	12.17079922
1292	12.17035902
1293	12.17005465
1294	12.16973997
1295	12.16932407
1296	12.168821
1297	12.16871633
1298	12.16833437
1299	12.16819394
1300	12.16797709
1301	12.16776817
1302	12.16744055
1303	12.16720745
1304	12.16700856
1305	12.16665013
1306	12.16644245
1307	12.16571019
1308	12.1654113
1309	12.16484032
1310	12.16449512
1311	12.16434591
1312	12.16395636
1313	12.16346179
1314	12.16326885
1315	12.16292929
1316	12.16245423
1317	12.16216614
1318	12.16177152
1319	12.16162624
1320	12.16097024
1321	12.1604922
1322	12.16020735
1323	12.15974137
1324	12.15948783
1325	12.1588836
1326	12.15852075
1327	12.15819095
1328	12.15771026
1329	12.15739475
1330	12.15682285
1331	12.15592167
1332	12.15536358
1333	12.1551517
1334	12.15434624
1335	12.15419768
1336	12.15384421
1337	12.15330963
1338	12.1530938
1339	12.1528129
1340	12.15257434
1341	12.15233052
1342	12.15166174
1343	12.15116915
1344	12.15105312
1345	12.15100378
1346	12.15062407
1347	12.1504958
1348	12.1501939
1349	12.14975072
1350	12.148797
1351	12.14855592
1352	12.14828949
1353	12.14751843
1354	12.14731052
1355	12.1468438
1356	12.14667852
1357	12.14655229
1358	12.14531417
1359	12.14516746
1360	12.14469595
1361	12.14438136
1362	12.14392225
1363	12.14370848
1364	12.14357542
1365	12.14312252
1366	12.14241126
1367	12.14211811
1368	12.14182548
1369	12.14171813
1370	12.14134027
1371	12.14092784
1372	12.1407558
1373	12.13962642
1374	12.13885491
1375	12.13836919
1376	12.13795543
1377	12.13773137
1378	12.13742279
1379	12.13710267
1380	12.13699592
1381	12.13651569
1382	12.136296
1383	12.13621195
1384	12.13599963
1385	12.13537221
1386	12.13490669
1387	12.13422298
1388	12.13362331
1389	12.13345382
1390	12.13335199
1391	12.13215134
1392	12.13196819
1393	12.13132475
1394	12.13122164
1395	12.1308029
1396	12.13064347
1397	12.12931185
1398	12.12905414
1399	12.12845727
1400	12.12819205
1401	12.12801478
1402	12.12705359
1403	12.12678855
1404	12.12650516
1405	12.12623645
1406	12.12585532
1407	12.12553699
1408	12.12498996
1409	12.12462183
1410	12.12416033
1411	12.12407633
1412	12.12369731
1413	12.12350447
1414	12.12320982
1415	12.12268273
1416	12.12217274
1417	12.12080407
1418	12.12016302
1419	12.11969021
1420	12.11940107
1421	12.11866034
1422	12.11836127
1423	12.11744963
1424	12.11721983
1425	12.11675303
1426	12.11640436
1427	12.11542903
1428	12.11509021
1429	12.11439698
1430	12.11359127
1431	12.1131383
1432	12.11174084
1433	12.11131807
1434	12.11064988
1435	12.11041613
1436	12.11021562
1437	12.10996451
1438	12.1096861
1439	12.10937449
1440	12.10908698
1441	12.10881475
1442	12.10805777
1443	12.10767976
1444	12.10727471
1445	12.10692278
1446	12.10617773
1447	12.10568194
1448	12.10544569
1449	12.10510114
1450	12.10477019
1451	12.10456707
1452	12.1043241
1453	12.1041014
1454	12.10332932
1455	12.10304615
1456	12.10289472
1457	12.10238928
1458	12.10196085
1459	12.10131215
1460	12.10112257
1461	12.10072865
1462	12.10040569
1463	12.10014648
1464	12.09976455
1465	12.09955684
1466	12.09895144
1467	12.09847958
1468	12.09797064
1469	12.0978162
1470	12.09759586
1471	12.09708173
1472	12.09669163
1473	12.09646369
1474	12.09627671
1475	12.09611111
1476	12.09566845
1477	12.09529404
1478	12.09470116
1479	12.09384443
1480	12.09343604
1481	12.09272749
1482	12.09249197
1483	12.09223296
1484	12.0921736
1485	12.09198024
1486	12.0914782
1487	12.09126126
1488	12.09095183
1489	12.08991236
1490	12.08953743
1491	12.08923095
1492	12.08883931
1493	12.08871436
1494	12.08836813
1495	12.08817312
1496	12.087895
1497	12.08748111
1498	12.08712105
1499	12.08677536
1500	12.08571074
1501	12.08528645
1502	12.08500761
1503	12.08488326
1504	12.08475701
1505	12.08449741
1506	12.08426522
1507	12.08363277
1508	12.08344896
1509	12.08316943
1510	12.08275148
1511	12.0825207
1512	12.08226866
1513	12.0817378
1514	12.08163259
1515	12.08151267
1516	12.08080931
1517	12.08066104
1518	12.08044317
1519	12.080146
1520	12.07979876
1521	12.07949337
1522	12.07921939
1523	12.07893347
1524	12.07873638
1525	12.07839749
1526	12.0782218
1527	12.07806454
1528	12.07789196
1529	12.07756352
1530	12.07695048
1531	12.07662553
1532	12.07616387
1533	12.07592226
1534	12.07522085
1535	12.0750429
1536	12.07471949
1537	12.07415019
1538	12.07376971
1539	12.07296981
1540	12.07242239
1541	12.07214771
1542	12.07179086
1543	12.07143805
1544	12.07125575
1545	12.07083381
1546	12.07008055
1547	12.06978348
1548	12.0696365
1549	12.06932548
1550	12.06872035
1551	12.06737604
1552	12.06675608
1553	12.06616034
1554	12.06588668
1555	12.06562645
1556	12.06546421
1557	12.06487036
1558	12.06422197
1559	12.06375383
1560	12.06360188
1561	12.0631924
1562	12.06224105
1563	12.06196162
1564	12.06122568
1565	12.06083091
1566	12.06043046
1567	12.06017913
1568	12.0595187
1569	12.05928103
1570	12.05895682
1571	12.05859145
1572	12.05835532
1573	12.05823683
1574	12.05776631
1575	12.05740703
1576	12.0565833
1577	12.05637533
1578	12.05622398
1579	12.05517484
1580	12.05473715
1581	12.0544169
1582	12.05398096
1583	12.05373355
1584	12.05358521
1585	12.05347854
1586	12.05307625
1587	12.05279403
1588	12.05215793
1589	12.05142858
1590	12.05124153
1591	12.05107339
1592	12.05066853
1593	12.05027412
1594	12.05008697
1595	12.04976772
1596	12.04937656
1597	12.04918447
1598	12.04853754
1599	12.04831964
1600	12.04767852
1601	12.04700408
1602	12.04683046
1603	12.04656652
1604	12.04616506
1605	12.04586116
1606	12.04566613
1607	12.0455673
1608	12.04489069
1609	12.04456413
1610	12.0437579
1611	12.04338346
1612	12.04279158
1613	12.04255459
1614	12.04241506
1615	12.04207662
1616	12.04168876
1617	12.04095093
1618	12.04042881
1619	12.0402444
1620	12.03988574
1621	12.03959442
1622	12.03915617
1623	12.03888733
1624	12.03820727
1625	12.03797315
1626	12.0372687
1627	12.0365508
1628	12.03592896
1629	12.03518012
1630	12.03493011
1631	12.03470516
1632	12.03460014
1633	12.03423225
1634	12.03412074
1635	12.0330553
1636	12.03223969
1637	12.03162668
1638	12.03111757
1639	12.03068365
1640	12.03054541
1641	12.03039122
1642	12.03006464
1643	12.0298448
1644	12.02972013
1645	12.02941884
1646	12.02910321
1647	12.02824338
1648	12.02809315
1649	12.02751237
1650	12.02705546
1651	12.02655203
1652	12.02639301
1653	12.02627756
1654	12.02608384
1655	12.0259156
1656	12.02533083
1657	12.02507569
1658	12.02482388
1659	12.02445835
1660	12.02424595
1661	12.0235532
1662	12.02326627
1663	12.02306586
1664	12.02265524
1665	12.02244872
